거래ID,거래처코드,거래처명,신용점수,국가리스크등급,거래금액_USD,결제조건일수,과거연체횟수,누적거래횟수,업력_년,담보여부,수출보험여부,연체여부
TX001691,P066,Orient Energy,631,3,27900.0,30,2,54,6.4,0,1,1
TX001692,P055,Delta Energy,677,3,29400.0,30,3,53,10.6,0,0,0
TX001693,P054,Golden Global,633,3,34600.0,60,1,58,16.4,0,0,1
TX001694,P089,Golden Power,810,1,332200.0,30,0,45,24.3,1,0,0
TX001695,P046,Vega Agro,622,4,47400.0,60,1,56,9.6,1,0,1
TX001696,P076,Nordic Materials,629,3,58800.0,60,0,58,11.7,0,1,0
TX001697,P035,Sierra Materials,673,3,32400.0,60,1,66,8.4,1,0,0
TX001698,P041,Falcon Industries,653,3,43600.0,30,1,63,7.4,0,1,0
TX001699,P077,Corona Energy,804,2,500600.0,0,0,37,19.0,1,1,0
TX001700,P035,Sierra Materials,650,3,61400.0,30,1,66,9.6,1,1,0
TX001701,P076,Nordic Materials,610,3,57400.0,0,1,58,11.8,0,0,0
TX001702,P079,Golden Agro,665,2,56900.0,30,0,54,13.4,1,1,0
TX001703,P072,Meridian Logistics,637,3,48500.0,30,0,51,8.2,0,0,0
TX001704,P042,Corona Power,715,3,106100.0,60,0,25,12.3,1,0,0
TX001705,P094,Union Chemicals,783,1,1122000.0,30,0,48,15.9,0,1,0
TX001706,P042,Corona Power,730,3,159200.0,30,0,25,12.2,0,1,0
TX001707,P045,Meridian Materials,673,4,79200.0,30,1,51,10.1,0,1,0
TX001708,P010,Delta Chemicals,675,3,65700.0,30,0,51,10.3,0,0,0
TX001709,P046,Vega Agro,622,4,38600.0,90,0,56,10.5,0,1,1
TX001710,P115,Vega Trading,684,2,103600.0,60,0,20,7.9,0,0,0
TX001711,P046,Vega Agro,628,4,37700.0,60,1,56,10.9,0,0,0
TX001712,P098,Marina Agro,655,3,35900.0,60,3,57,16.9,1,0,0
TX001713,P079,Golden Agro,647,2,30700.0,90,0,54,12.8,1,0,0
TX001714,P018,Marina Global,624,3,27200.0,30,2,58,15.2,0,1,0
TX001715,P091,Nordic Trading,837,2,460100.0,60,0,45,19.4,0,0,0
TX001716,P076,Nordic Materials,644,3,28000.0,90,0,58,11.6,0,1,0
TX001717,P092,Falcon Metals,685,2,51800.0,30,1,47,16.3,1,1,0
TX001718,P038,Marina Logistics,549,5,154700.0,60,1,14,4.4,1,1,1
TX001719,P026,Summit Materials,740,3,109500.0,30,0,31,8.0,0,1,0
TX001720,P117,Falcon Energy,675,2,84000.0,60,1,50,7.9,0,0,0
TX001721,P061,Harbor Metals,674,2,40500.0,60,1,58,14.5,1,0,0
TX001722,P010,Delta Chemicals,673,3,65300.0,30,0,51,10.8,0,0,0
TX001723,P117,Falcon Energy,673,2,82800.0,0,2,50,7.9,0,0,0
TX001724,P118,Pacific Chemicals,808,1,206300.0,90,0,44,26.2,0,0,0
TX001725,P095,Meridian Trading,806,2,402600.0,30,0,44,21.5,0,0,0
TX001726,P005,Zenith Trading,625,3,35600.0,60,1,56,18.2,0,0,0
TX001727,P119,Meridian Chemicals,637,1,82700.0,30,1,25,11.4,1,1,0
TX001728,P051,Union Energy,691,3,54300.0,90,0,51,11.3,1,0,0
TX001729,P098,Marina Agro,621,3,31400.0,60,1,57,18.0,0,0,0
TX001730,P042,Corona Power,725,3,129200.0,60,1,25,12.1,0,0,0
TX001731,P118,Pacific Chemicals,798,1,293400.0,60,0,44,26.1,1,0,0
TX001732,P060,Marina Power,498,5,191900.0,30,4,2,1.0,0,1,1
TX001733,P120,Orient Chemicals,631,2,44700.0,60,1,50,12.9,0,1,0
TX001734,P016,Aurora Energy,805,1,169800.0,90,0,45,26.0,0,0,0
TX001735,P046,Vega Agro,627,4,31800.0,90,0,56,9.6,1,1,0
TX001736,P076,Nordic Materials,632,3,40400.0,60,0,58,11.5,1,0,0
TX001737,P034,Union Trading,755,2,397800.0,60,0,54,17.6,0,0,0
TX001738,P002,Corona Agro,699,3,102500.0,30,1,25,4.0,1,1,0
TX001739,P051,Union Energy,686,3,40400.0,60,0,51,11.1,0,0,0
TX001740,P092,Falcon Metals,677,2,58800.0,90,1,47,16.0,0,1,1
TX001741,P116,Aurora Materials,671,3,34300.0,60,2,55,10.2,1,0,1
TX001742,P088,Falcon Trading,630,3,81100.0,60,1,43,13.4,1,1,0
TX001743,P022,Sierra Metals,863,2,257800.0,60,1,46,21.8,0,0,0
TX001744,P096,Prime Materials,809,2,552100.0,30,2,50,23.9,1,0,0
TX001745,P036,Prime Trading,732,1,239300.0,30,0,40,22.7,0,0,0
TX001746,P003,Delta Materials,830,1,316100.0,30,1,41,21.3,0,1,0
TX001747,P098,Marina Agro,660,3,45800.0,30,1,57,16.5,0,0,0
TX001748,P079,Golden Agro,673,2,36100.0,90,0,54,14.0,1,0,0
TX001749,P063,Prime Agro,472,4,165800.0,30,3,13,1.3,0,1,1
TX001750,P018,Marina Global,638,3,33100.0,0,1,58,15.5,0,0,0
TX001751,P056,Union Agro,722,2,120700.0,60,0,22,8.1,0,1,0
TX001752,P077,Corona Energy,813,2,327900.0,30,0,37,19.5,0,0,0
TX001753,P117,Falcon Energy,698,2,34600.0,90,1,50,7.6,1,1,0
TX001754,P115,Vega Trading,717,2,113400.0,0,2,20,6.8,0,0,0
TX001755,P087,Corona Metals,676,2,149700.0,30,1,19,13.2,1,0,0
TX001756,P046,Vega Agro,608,4,31800.0,0,0,56,9.7,0,0,0
TX001757,P087,Corona Metals,669,2,175100.0,60,1,19,12.8,0,1,0
TX001758,P107,Prime Metals,797,2,181700.0,60,0,47,23.5,0,0,0
TX001759,P077,Corona Energy,813,2,311300.0,30,0,37,18.7,0,0,0
TX001760,P084,Meridian Metals,760,1,283900.0,0,0,45,23.7,0,1,0
TX001761,P118,Pacific Chemicals,791,1,305400.0,60,0,44,26.4,1,0,0
TX001762,P004,Al-Rashid Trading,478,5,210000.0,0,2,6,6.7,0,0,1
TX001763,P020,Corona Materials,671,3,105500.0,30,0,40,15.9,1,0,0
TX001764,P013,Orient Logistics,760,2,236900.0,30,1,37,18.2,0,0,0
TX001765,P031,Vega Power,773,2,337200.0,30,0,38,17.9,0,1,0
TX001766,P116,Aurora Materials,637,3,44400.0,0,2,55,10.3,1,1,0
TX001767,P028,Pacific Global,615,2,43300.0,60,1,51,14.3,0,0,1
TX001768,P005,Zenith Trading,598,3,18000.0,30,2,56,18.6,0,1,0
TX001769,P096,Prime Materials,771,2,539200.0,0,0,50,23.2,0,0,0
TX001770,P009,Falcon Global,631,3,35400.0,30,2,51,9.4,0,1,1
TX001771,P091,Nordic Trading,866,2,343000.0,30,0,45,19.4,1,0,0
TX001772,P017,Lagos Agro Ltd,499,4,97800.0,30,3,7,3.0,1,1,1
TX001773,P064,Zenith Chemicals,664,4,28400.0,90,2,44,8.0,0,0,0
TX001774,P113,Meridian Agro,620,3,45600.0,30,2,52,8.5,0,0,0
TX001775,P112,Orient Materials,825,1,363300.0,0,0,45,23.7,0,0,0
TX001776,P034,Union Trading,760,2,545600.0,60,0,54,18.3,0,0,0
TX001777,P119,Meridian Chemicals,672,1,134900.0,30,1,25,10.8,1,1,0
TX001778,P072,Meridian Logistics,654,3,81700.0,0,0,51,8.0,0,1,0
TX001779,P010,Delta Chemicals,673,3,68800.0,30,1,51,10.4,0,1,0
TX001780,P009,Falcon Global,630,3,43800.0,0,1,51,9.2,0,0,0
TX001781,P055,Delta Energy,678,3,28800.0,30,2,53,11.1,0,1,0
TX001782,P118,Pacific Chemicals,777,1,318300.0,0,0,44,26.2,0,0,0
TX001783,P076,Nordic Materials,618,3,67400.0,0,1,58,11.6,1,1,0
TX001784,P068,Cobalt Trading,700,4,346300.0,30,0,21,1.5,0,0,0
TX001785,P076,Nordic Materials,605,3,47400.0,30,1,58,11.1,0,1,0
TX001786,P090,Falcon Agro,830,2,352200.0,30,2,36,21.0,0,0,0
TX001787,P073,Vega Metals,723,2,414000.0,0,1,23,10.4,0,1,0
TX001788,P048,Orient Metals,626,2,40200.0,30,1,45,11.6,0,1,0
TX001789,P048,Orient Metals,617,2,37100.0,60,3,45,11.5,1,0,0
TX001790,P034,Union Trading,743,2,402400.0,90,1,54,17.7,0,1,0
TX001791,P094,Union Chemicals,771,1,1318600.0,60,0,48,16.8,1,0,0
TX001792,P071,Golden Metals,774,1,173900.0,90,0,47,27.4,0,1,0
TX001793,P071,Golden Metals,798,1,222100.0,30,0,47,27.2,0,0,0
TX001794,P020,Corona Materials,672,3,77400.0,60,0,40,16.7,1,0,0
TX001795,P066,Orient Energy,622,3,25000.0,60,1,54,5.8,0,0,1
TX001796,P018,Marina Global,669,3,34500.0,30,1,58,15.3,1,0,0
TX001797,P071,Golden Metals,802,1,278800.0,0,0,47,27.3,0,0,0
TX001798,P021,Harbor Power,670,3,125700.0,30,0,15,13.1,1,0,0
TX001799,P037,Nordic Global,662,3,47200.0,90,1,45,14.8,1,1,0
TX001800,P116,Aurora Materials,649,3,47800.0,60,3,55,9.1,1,1,1
TX001801,P050,Crest Chemicals,728,2,114400.0,0,1,14,3.9,1,0,0
TX001802,P011,Corona Industries,672,3,178000.0,60,0,20,9.8,1,1,0
TX001803,P048,Orient Metals,611,2,56700.0,0,2,45,11.4,0,0,1
TX001804,P036,Prime Trading,755,1,343600.0,30,0,40,24.0,1,0,0
TX001805,P035,Sierra Materials,657,3,41100.0,30,1,66,9.7,1,1,0
TX001806,P007,Cairo Grid Co,507,4,100700.0,60,3,19,1.7,1,0,1
TX001807,P085,Pacific Agro,694,3,35100.0,30,1,55,16.2,0,1,0
TX001808,P064,Zenith Chemicals,663,4,24500.0,60,1,44,8.3,0,1,0
TX001809,P050,Crest Chemicals,715,2,190200.0,0,2,14,3.2,0,0,0
TX001810,P094,Union Chemicals,777,1,1200600.0,30,0,48,17.0,0,1,0
TX001811,P045,Meridian Materials,695,4,47900.0,0,1,51,10.6,0,1,0
TX001812,P073,Vega Metals,700,2,117300.0,60,1,23,9.5,0,1,0
TX001813,P027,Summit Power,742,3,137300.0,30,1,21,3.1,0,0,0
TX001814,P016,Aurora Energy,829,1,277300.0,0,0,45,27.3,0,1,0
TX001815,P118,Pacific Chemicals,784,1,384400.0,0,0,44,25.9,1,0,0
TX001816,P016,Aurora Energy,829,1,193900.0,60,0,45,27.8,0,1,0
TX001817,P085,Pacific Agro,660,3,36400.0,90,1,55,15.2,1,1,0
TX001818,P097,Marina Chemicals,800,2,376000.0,30,2,35,18.9,0,1,0
TX001819,P070,Crest Metals,822,1,442400.0,90,0,45,24.4,0,0,0
TX001820,P096,Prime Materials,788,2,591500.0,60,0,50,24.1,0,1,1
TX001821,P092,Falcon Metals,684,2,63200.0,30,1,47,15.6,0,1,0
TX001822,P047,Pacific Metals,685,3,183700.0,30,1,11,6.4,0,1,0
TX001823,P104,Summit Energy,840,2,467800.0,60,1,41,22.3,0,1,0
TX001824,P067,Vega Materials,794,2,537800.0,60,0,51,21.8,0,1,0
TX001825,P034,Union Trading,772,2,498500.0,30,1,54,18.1,0,0,0
TX001826,P096,Prime Materials,790,2,561000.0,60,0,50,23.7,0,0,0
TX001827,P031,Vega Power,781,2,331700.0,30,0,38,17.5,1,1,0
TX001828,P114,Corona Logistics,765,1,374700.0,90,1,52,18.7,1,0,0
TX001829,P047,Pacific Metals,660,3,122100.0,60,1,11,7.0,0,0,0
TX001830,P033,Delta Industries,671,2,106900.0,0,0,24,5.6,0,0,0
TX001831,P108,Orient Power,690,3,37000.0,30,0,41,11.5,1,0,0
TX001832,P093,Union Global,833,2,621200.0,90,1,52,20.0,1,0,0
TX001833,P107,Prime Metals,807,2,281700.0,30,1,47,22.6,0,1,0
TX001834,P022,Sierra Metals,870,2,390200.0,30,1,46,21.6,1,1,0
TX001835,P013,Orient Logistics,747,2,369900.0,60,2,37,18.2,0,1,0
TX001836,P050,Crest Chemicals,678,2,118900.0,0,1,14,2.1,1,0,0
TX001837,P099,Aurora Global,695,1,241300.0,0,2,26,10.0,0,1,0
TX001838,P107,Prime Metals,793,2,184400.0,30,0,47,23.0,0,1,0
TX001839,P087,Corona Metals,699,2,139800.0,30,1,19,12.2,0,1,0
TX001840,P076,Nordic Materials,619,3,49600.0,30,1,58,11.8,0,0,0
TX001841,P001,Delta Power,715,2,135500.0,90,0,19,3.0,0,1,0
TX001842,P041,Falcon Industries,626,3,59700.0,60,2,63,7.6,0,1,0
TX001843,P078,Pacific Materials,823,1,281100.0,0,0,37,22.5,0,1,0
TX001844,P110,Meridian Energy,796,1,352400.0,30,1,50,22.2,0,1,0
TX001845,P043,Atlas Chemicals,801,2,388400.0,30,0,46,21.8,0,0,0
TX001846,P035,Sierra Materials,664,3,38900.0,30,1,66,8.9,0,0,0
TX001847,P115,Vega Trading,690,2,139700.0,0,0,20,8.0,0,0,0
TX001848,P120,Orient Chemicals,633,2,63400.0,30,0,50,13.0,0,1,0
TX001849,P045,Meridian Materials,655,4,51600.0,30,1,51,10.1,0,0,1
TX001850,P108,Orient Power,680,3,20100.0,30,0,41,12.5,0,1,0
TX001851,P105,Prime Logistics,517,4,52900.0,30,3,12,2.8,0,1,1
TX001852,P028,Pacific Global,630,2,47900.0,0,1,51,15.0,1,0,0
TX001853,P048,Orient Metals,620,2,23500.0,90,2,45,11.7,0,1,0
TX001854,P080,Harbor Global,535,4,173000.0,60,2,20,4.5,0,0,1
TX001855,P030,Golden Energy,500,5,154200.0,60,3,5,8.6,0,1,1
TX001856,P034,Union Trading,753,2,368000.0,30,0,54,18.4,0,1,0
TX001857,P045,Meridian Materials,674,4,63100.0,30,1,51,9.8,0,0,0
TX001858,P039,Nordic Chemicals,458,4,179600.0,60,3,12,9.0,1,1,1
TX001859,P061,Harbor Metals,643,2,48200.0,90,1,58,15.1,1,1,0
TX001860,P046,Vega Agro,622,4,30100.0,90,1,56,10.2,0,0,1
TX001861,P077,Corona Energy,800,2,420000.0,30,1,37,18.7,0,1,0
TX001862,P032,Cobalt Logistics,707,3,149500.0,90,1,23,3.7,0,0,0
TX001863,P075,Marina Industries,580,3,27800.0,60,1,49,12.0,0,0,1
TX001864,P010,Delta Chemicals,680,3,51200.0,90,0,51,11.4,1,0,0
TX001865,P070,Crest Metals,835,1,665400.0,60,0,45,24.1,0,1,0
TX001866,P044,Summit Agro,735,2,227300.0,30,0,23,7.7,1,0,0
TX001867,P006,Harbor Agro,704,3,100900.0,30,1,28,4.0,1,0,0
TX001868,P051,Union Energy,705,3,68800.0,30,1,51,10.9,0,1,0
TX001869,P055,Delta Energy,674,3,33500.0,0,2,53,10.9,1,0,0
TX001870,P100,Nordic Agro,657,3,250400.0,30,2,14,11.0,0,0,0
TX001871,P112,Orient Materials,783,1,233200.0,0,0,45,24.0,0,0,0
TX001872,P108,Orient Power,696,3,24400.0,30,0,41,12.5,0,0,0
TX001873,P114,Corona Logistics,744,1,301300.0,90,0,52,19.3,0,1,0
TX001874,P037,Nordic Global,677,3,82100.0,60,2,45,13.7,1,0,0
TX001875,P003,Delta Materials,825,1,379400.0,0,3,41,20.3,1,0,0
TX001876,P103,Golden Materials,695,2,184900.0,90,0,8,9.7,1,0,0
TX001877,P041,Falcon Industries,651,3,28600.0,0,1,63,7.3,1,0,0
TX001878,P016,Aurora Energy,812,1,201400.0,30,1,45,26.6,0,0,0
TX001879,P059,Falcon Materials,687,2,257000.0,90,2,21,9.7,0,1,1
TX001880,P120,Orient Chemicals,628,2,78800.0,0,1,50,13.4,0,1,0
TX001881,P027,Summit Power,701,3,213500.0,60,0,21,2.5,0,0,1
TX001882,P087,Corona Metals,687,2,132900.0,60,1,19,12.5,0,1,0
TX001883,P112,Orient Materials,794,1,290400.0,90,0,45,23.8,0,1,0
TX001884,P092,Falcon Metals,673,2,33300.0,0,1,47,15.5,0,0,0
TX001885,P120,Orient Chemicals,634,2,97400.0,0,0,50,12.8,1,0,0
TX001886,P118,Pacific Chemicals,764,1,251400.0,30,0,44,27.0,0,0,0
TX001887,P015,Crest Materials,773,1,216800.0,30,0,34,23.9,0,0,0
TX001888,P078,Pacific Materials,799,1,219800.0,90,0,37,22.4,0,0,0
TX001889,P095,Meridian Trading,801,2,425900.0,60,0,44,21.3,0,0,0
TX001890,P110,Meridian Energy,792,1,804500.0,60,1,50,22.3,0,0,0
TX001891,P085,Pacific Agro,668,3,39800.0,30,1,55,15.6,1,0,1
TX001892,P001,Delta Power,711,2,134100.0,60,0,19,3.6,0,0,1
TX001893,P012,Prime Power,620,2,34800.0,30,0,60,4.9,0,1,0
TX001894,P045,Meridian Materials,687,4,60200.0,0,2,51,10.5,0,0,0
TX001895,P066,Orient Energy,608,3,34200.0,30,1,54,5.9,0,0,1
TX001896,P046,Vega Agro,641,4,57500.0,30,1,56,10.1,1,0,0
TX001897,P010,Delta Chemicals,673,3,45700.0,30,1,51,11.7,0,1,0
TX001898,P006,Harbor Agro,713,3,156800.0,30,0,28,4.4,0,1,0
TX001899,P088,Falcon Trading,628,3,47300.0,60,2,43,12.0,0,0,0
TX001900,P045,Meridian Materials,699,4,77500.0,60,1,51,11.0,0,1,1
TX001901,P092,Falcon Metals,673,2,52900.0,60,1,47,15.9,0,1,0
TX001902,P092,Falcon Metals,663,2,53800.0,30,1,47,16.1,0,1,0
TX001903,P108,Orient Power,693,3,17600.0,30,1,41,10.9,0,1,0
TX001904,P116,Aurora Materials,674,3,59100.0,90,2,55,10.3,0,0,0
TX001905,P075,Marina Industries,611,3,64000.0,60,1,49,12.4,1,0,0
TX001906,P053,Summit Global,742,3,172300.0,90,0,14,10.6,0,1,0
TX001907,P107,Prime Metals,790,2,274600.0,0,0,47,22.8,0,1,0
TX001908,P035,Sierra Materials,659,3,38200.0,30,2,66,9.0,0,0,1
TX001909,P066,Orient Energy,625,3,31100.0,60,2,54,7.3,1,1,1
TX001910,P084,Meridian Metals,747,1,329400.0,60,0,45,23.6,0,0,0
TX001911,P028,Pacific Global,631,2,76600.0,0,1,51,15.1,1,0,0
TX001912,P117,Falcon Energy,677,2,94300.0,90,3,50,7.8,1,0,0
TX001913,P011,Corona Industries,671,3,119900.0,30,0,20,11.0,1,0,0
TX001914,P071,Golden Metals,820,1,188300.0,60,0,47,26.3,0,1,0
TX001915,P096,Prime Materials,785,2,523600.0,0,0,50,24.0,0,1,0
TX001916,P108,Orient Power,687,3,47300.0,60,1,41,12.3,0,0,0
TX001917,P046,Vega Agro,628,4,56500.0,0,0,56,10.6,1,0,0
TX001918,P031,Vega Power,756,2,391900.0,90,0,38,17.2,1,0,0
TX001919,P022,Sierra Metals,841,2,360200.0,90,1,46,21.2,0,0,0
TX001920,P046,Vega Agro,630,4,48800.0,60,0,56,10.8,0,0,0
TX001921,P099,Aurora Global,678,1,108800.0,60,1,26,11.1,0,1,0
TX001922,P115,Vega Trading,704,2,155900.0,90,0,20,7.4,1,0,0
TX001923,P018,Marina Global,645,3,29800.0,60,1,58,15.1,0,1,0
TX001924,P022,Sierra Metals,846,2,347100.0,30,2,46,21.4,1,1,0
TX001925,P034,Union Trading,735,2,394800.0,30,0,54,17.5,1,0,0
TX001926,P089,Golden Power,810,1,270300.0,0,0,45,24.3,0,0,0
TX001927,P015,Crest Materials,789,1,756800.0,30,1,34,24.6,1,0,0
TX001928,P062,Aurora Industries,694,3,104400.0,60,3,33,8.1,0,0,0
TX001929,P029,Atlas Global,429,5,130100.0,90,3,8,1.0,0,0,1
TX001930,P115,Vega Trading,704,2,157900.0,60,0,20,8.2,1,1,0
TX001931,P016,Aurora Energy,806,1,368800.0,30,0,45,26.7,0,1,0
TX001932,P108,Orient Power,693,3,26700.0,90,2,41,11.7,0,1,1
TX001933,P044,Summit Agro,724,2,235100.0,0,0,23,8.3,0,0,0
TX001934,P036,Prime Trading,752,1,174500.0,0,1,40,23.8,0,0,0
TX001935,P098,Marina Agro,652,3,40200.0,60,1,57,17.0,1,0,0
TX001936,P031,Vega Power,774,2,261500.0,90,1,38,16.9,0,1,0
TX001937,P016,Aurora Energy,827,1,251200.0,30,0,45,27.2,1,0,0
TX001938,P055,Delta Energy,670,3,29000.0,30,2,53,10.7,0,0,0
TX001939,P058,Zenith Logistics,710,3,215200.0,0,0,19,6.9,0,1,0
TX001940,P008,Vega Logistics,721,2,193400.0,90,0,19,10.0,0,1,0
TX001941,P010,Delta Chemicals,664,3,73200.0,90,1,51,10.5,0,1,0
TX001942,P054,Golden Global,667,3,39800.0,90,1,58,16.7,0,0,0
TX001943,P034,Union Trading,764,2,326700.0,30,1,54,18.5,1,1,0
TX001944,P095,Meridian Trading,806,2,243900.0,60,0,44,21.4,0,0,0
TX001945,P102,Falcon Power,782,1,196500.0,60,0,49,22.7,0,0,0
TX001946,P036,Prime Trading,763,1,238800.0,0,1,40,23.7,0,1,0
TX001947,P105,Prime Logistics,507,4,61300.0,60,4,12,1.6,1,0,1
TX001948,P050,Crest Chemicals,681,2,111800.0,30,2,14,2.2,0,1,0
TX001949,P070,Crest Metals,825,1,289700.0,0,0,45,22.7,0,1,0
TX001950,P020,Corona Materials,686,3,38100.0,0,0,40,15.6,0,1,0
TX001951,P020,Corona Materials,662,3,81800.0,30,0,40,15.9,1,0,0
TX001952,P010,Delta Chemicals,658,3,40000.0,0,0,51,11.0,0,1,0
TX001953,P116,Aurora Materials,647,3,32500.0,90,2,55,10.4,0,0,1
TX001954,P117,Falcon Energy,686,2,68900.0,30,2,50,7.0,0,1,0
TX001955,P013,Orient Logistics,756,2,277400.0,90,0,37,19.6,1,0,0
TX001956,P092,Falcon Metals,655,2,38000.0,60,1,47,15.5,1,1,0
TX001957,P078,Pacific Materials,815,1,478500.0,30,0,37,22.7,0,1,0
TX001958,P100,Nordic Agro,670,3,200300.0,30,0,14,12.0,1,1,0
TX001959,P064,Zenith Chemicals,656,4,38100.0,90,1,44,7.4,0,0,0
TX001960,P116,Aurora Materials,661,3,32600.0,30,2,55,10.2,1,1,0
TX001961,P028,Pacific Global,647,2,85900.0,60,1,51,14.6,0,1,0
TX001962,P098,Marina Agro,660,3,22000.0,30,1,57,17.1,0,0,0
TX001963,P104,Summit Energy,826,2,338100.0,60,1,41,22.1,0,0,0
TX001964,P009,Falcon Global,644,3,28700.0,60,1,51,8.7,1,0,0
TX001965,P036,Prime Trading,766,1,273200.0,0,0,40,23.0,0,1,0
TX001966,P041,Falcon Industries,637,3,36300.0,60,1,63,7.0,0,0,1
TX001967,P014,Orient Global,818,1,360200.0,60,0,44,18.7,0,1,0
TX001968,P095,Meridian Trading,808,2,291300.0,30,0,44,19.6,0,0,0
TX001969,P061,Harbor Metals,635,2,36600.0,0,2,58,14.8,0,1,0
TX001970,P110,Meridian Energy,802,1,254400.0,0,0,50,23.8,1,0,0
TX001971,P018,Marina Global,637,3,28500.0,90,1,58,14.9,0,1,1
TX001972,P006,Harbor Agro,696,3,116600.0,90,2,28,4.1,0,1,1
TX001973,P070,Crest Metals,829,1,443200.0,90,0,45,22.6,0,1,0
TX001974,P037,Nordic Global,682,3,37200.0,0,2,45,14.9,0,0,0
TX001975,P046,Vega Agro,612,4,42100.0,0,2,56,9.4,0,0,0
TX001976,P011,Corona Industries,671,3,134000.0,30,0,20,10.8,0,0,1
TX001977,P036,Prime Trading,774,1,193900.0,60,0,40,24.0,0,0,0
TX001978,P026,Summit Materials,746,3,169500.0,30,0,31,8.9,0,1,0
TX001979,P094,Union Chemicals,775,1,751200.0,0,0,48,16.1,1,0,0
TX001980,P067,Vega Materials,796,2,481900.0,0,0,51,22.8,0,0,0
TX001981,P025,Crest Industries,715,2,273800.0,90,0,14,6.2,1,0,0
TX001982,P117,Falcon Energy,685,2,58600.0,60,1,50,7.5,1,0,0
TX001983,P003,Delta Materials,798,1,561900.0,60,2,41,20.4,0,0,0
TX001984,P043,Atlas Chemicals,802,2,517300.0,30,0,46,21.3,1,1,0
TX001985,P022,Sierra Metals,862,2,227200.0,60,1,46,21.6,0,0,0
TX001986,P093,Union Global,831,2,539200.0,60,1,52,20.2,1,0,0
TX001987,P029,Atlas Global,447,5,182900.0,60,2,8,0.8,1,1,0
TX001988,P075,Marina Industries,586,3,28200.0,30,1,49,12.6,0,0,0
TX001989,P034,Union Trading,742,2,287300.0,60,0,54,18.5,1,0,0
TX001990,P070,Crest Metals,828,1,646700.0,90,0,45,23.6,1,1,0
TX001991,P114,Corona Logistics,742,1,392800.0,30,1,52,18.4,1,0,0
TX001992,P015,Crest Materials,773,1,441200.0,30,0,34,25.1,0,1,0
TX001993,P051,Union Energy,677,3,71800.0,30,1,51,11.0,1,0,0
TX001994,P068,Cobalt Trading,689,4,238100.0,60,0,21,1.0,0,0,1
TX001995,P104,Summit Energy,809,2,484000.0,30,1,41,21.5,1,0,0
TX001996,P104,Summit Energy,827,2,438000.0,30,1,41,23.1,1,0,0
TX001997,P006,Harbor Agro,701,3,133600.0,60,0,28,5.7,0,1,0
TX001998,P069,Sierra Global,655,2,161500.0,60,2,31,3.4,0,1,0
TX001999,P078,Pacific Materials,816,1,395900.0,0,0,37,21.5,0,0,0
TX002000,P114,Corona Logistics,768,1,351800.0,90,0,52,19.4,1,0,0
TX002001,P107,Prime Metals,803,2,102800.0,0,0,47,22.8,0,1,0
TX002002,P118,Pacific Chemicals,766,1,312700.0,30,0,44,26.0,1,0,0
TX002003,P092,Falcon Metals,663,2,63000.0,90,2,47,16.2,0,0,1
TX002004,P106,Prime Industries,711,2,175600.0,0,2,20,8.8,1,1,0
TX002005,P092,Falcon Metals,684,2,29100.0,30,1,47,16.6,0,0,0
TX002006,P022,Sierra Metals,836,2,173200.0,60,1,46,21.6,0,0,0
TX002007,P088,Falcon Trading,596,3,46800.0,30,1,43,12.3,0,0,0
TX002008,P006,Harbor Agro,694,3,144600.0,30,1,28,5.1,1,0,0
TX002009,P092,Falcon Metals,677,2,33200.0,30,1,47,16.3,0,0,0
TX002010,P042,Corona Power,732,3,132900.0,90,1,25,11.9,1,0,0
TX002011,P078,Pacific Materials,815,1,476800.0,60,0,37,22.8,1,0,0
TX002012,P095,Meridian Trading,801,2,212700.0,30,0,44,20.1,0,1,0
TX002013,P108,Orient Power,691,3,24900.0,0,1,41,11.4,1,1,0
TX002014,P107,Prime Metals,804,2,169700.0,30,0,47,22.9,0,0,0
TX002015,P018,Marina Global,666,3,55800.0,90,1,58,15.0,1,1,0
TX002016,P046,Vega Agro,637,4,70600.0,60,1,56,9.2,0,0,0
TX002017,P095,Meridian Trading,825,2,367400.0,30,0,44,20.2,0,1,0
TX002018,P074,Aurora Logistics,446,5,239100.0,60,3,7,7.6,1,1,1
TX002019,P013,Orient Logistics,750,2,216600.0,0,2,37,18.3,0,1,0
TX002020,P046,Vega Agro,640,4,45900.0,60,0,56,10.2,0,1,1
TX002021,P061,Harbor Metals,661,2,51900.0,90,3,58,15.1,0,0,0
TX002022,P051,Union Energy,683,3,92100.0,60,0,51,10.2,0,0,0
TX002023,P076,Nordic Materials,628,3,70700.0,90,0,58,12.4,1,0,0
TX002024,P066,Orient Energy,607,3,85300.0,30,2,54,5.5,0,0,1
TX002025,P069,Sierra Global,653,2,86200.0,30,1,31,4.3,0,1,0
TX002026,P012,Prime Power,629,2,39300.0,90,1,60,4.0,0,1,0
TX002027,P094,Union Chemicals,777,1,913000.0,0,0,48,17.0,0,1,0
TX002028,P093,Union Global,818,2,497000.0,30,1,52,20.6,0,0,0
TX002029,P023,Sierra Trading,480,4,86500.0,30,3,19,4.7,0,1,1
TX002030,P078,Pacific Materials,808,1,473300.0,60,0,37,22.7,1,0,0
TX002031,P010,Delta Chemicals,661,3,44800.0,30,0,51,10.8,1,1,0
TX002032,P002,Corona Agro,702,3,196700.0,30,1,25,3.0,0,1,0
TX002033,P113,Meridian Agro,625,3,60100.0,0,1,52,9.2,1,0,0
